schedule_season,schedule_week,schedule_playoff,stadium_neutral
2005,4,FALSE,FALSE
2005,4,FALSE,FALSE
2005,4,FALSE,FALSE
2005,4,FALSE,FALSE
2005,4,FALSE,FALSE
2005,4,FALSE,TRUE
2005,4,FALSE,FALSE
2005,4,FALSE,FALSE
2005,4,FALSE,FALSE
2005,4,FALSE,TRUE
2005,4,FALSE,FALSE
2005,4,FALSE,FALSE
2005,4,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,5,FALSE,FALSE
2005,6,FALSE,FALSE
2005,6,FALSE,FALSE
2005,6,FALSE,FALSE
2005,6,FALSE,FALSE
2005,6,FALSE,FALSE
2005,6,FALSE,FALSE
2005,6,FALSE,FALSE
2005,6,FALSE,FALSE
2005,6,FALSE,FALSE
2005,6,FALSE,FALSE
2005,6,FALSE,FALSE
2005,6,FALSE,TRUE
2005,6,FALSE,FALSE
2005,6,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,7,FALSE,FALSE
2005,8,FALSE,FALSE
2005,8,FALSE,FALSE
2005,8,FALSE,FALSE
2005,8,FALSE,FALSE
2005,8,FALSE,FALSE
2005,8,FALSE,FALSE
2005,8,FALSE,FALSE
2005,8,FALSE,FALSE
2005,8,FALSE,FALSE
2005,8,FALSE,FALSE
2005,8,FALSE,FALSE
